date,type,gare,type_mapped
2021-03-17,"Vêtements, chaussures",Paris Gare de Lyon,vetements
2021-03-17,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-03-17,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-03-17,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-03-17,Parapluies,Paris Gare de Lyon,parapluies
2021-03-17,Divers,Paris Gare de Lyon,divers
2021-03-17,"Articles d enfants, de puériculture",Paris Gare de Lyon,articles enfants
2021-03-18,Articles médicaux,Paris Gare de Lyon,médical
2021-03-18,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-03-18,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-03-18,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-03-18,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-03-18,Parapluies,Paris Gare de Lyon,parapluies
2021-03-18,Optique,Paris Gare de Lyon,optique
2021-03-18,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,clé
2021-03-19,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-03-19,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-03-19,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-03-19,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-03-20,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-03-20,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-03-20,Articles médicaux,Paris Gare de Lyon,médical
2021-03-20,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-03-22,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-03-22,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-03-22,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-03-23,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-03-23,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-03-23,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-03-23,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-03-23,Divers,Paris Gare de Lyon,divers
2021-03-23,"Vêtements, chaussures",Paris Gare de Lyon,vetements
2021-03-23,"Livres, articles de papéterie",Paris Gare de Lyon,livres
2021-03-23,Optique,Paris Gare de Lyon,optique
2021-03-24,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-03-24,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-03-24,"Vêtements, chaussures",Paris Gare de Lyon,vetements
2021-03-24,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,clé
2021-03-24,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-03-24,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-03-24,Divers,Paris Gare de Lyon,divers
2021-03-24,"Livres, articles de papéterie",Paris Gare de Lyon,livres
2021-03-25,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-03-25,Optique,Paris Gare de Lyon,optique
2021-03-25,Parapluies,Paris Gare de Lyon,parapluies
2021-03-26,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-03-26,Optique,Paris Gare de Lyon,optique
2021-03-26,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-03-27,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-03-27,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-03-28,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-03-28,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-03-29,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-03-30,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-03-30,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-03-30,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-03-30,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,clé
2021-03-30,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-03-31,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-03-31,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,clé
2021-03-31,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-03-31,"Vêtements, chaussures",Paris Gare de Lyon,vetements
2021-04-01,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-04-01,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-04-01,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-04-01,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-04-01,Articles médicaux,Paris Gare de Lyon,médical
2021-04-01,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,clé
2021-04-02,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-04-02,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-04-02,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,clé
2021-04-02,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-04-02,"Vêtements, chaussures",Paris Gare de Lyon,vetements
2021-04-02,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-04-02,"Vélos, trottinettes, accessoires 2 roues",Paris Gare de Lyon,velo/trottinette
2021-04-03,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-04-03,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-04-05,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,clé
2021-04-05,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-04-05,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-04-05,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-04-05,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-04-06,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-04-06,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-04-06,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-04-06,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-04-06,Optique,Paris Gare de Lyon,optique
2021-04-07,"Vélos, trottinettes, accessoires 2 roues",Paris Gare de Lyon,velo/trottinette
2021-04-07,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-04-07,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-04-07,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-04-07,"Vêtements, chaussures",Paris Gare de Lyon,vetements
2021-04-07,Divers,Paris Gare de Lyon,divers
2021-04-07,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-04-08,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-04-08,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-04-08,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-04-09,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-04-09,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-04-09,"Bijoux, montres",Paris Gare de Lyon,bijoux/montres
2021-04-10,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-04-11,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-04-12,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,clé
2021-04-12,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-04-12,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-04-13,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-04-13,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-04-13,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,clé
2021-04-13,"Livres, articles de papéterie",Paris Gare de Lyon,livres
2021-04-13,Optique,Paris Gare de Lyon,optique
2021-04-13,"Vêtements, chaussures",Paris Gare de Lyon,vetements
2021-04-13,Divers,Paris Gare de Lyon,divers
2021-04-14,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-04-14,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-04-14,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-04-15,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-04-15,"Vélos, trottinettes, accessoires 2 roues",Paris Gare de Lyon,velo/trottinette
2021-04-15,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-04-15,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-04-16,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,clé
2021-04-16,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-04-16,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-04-18,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-04-18,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-04-18,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,clé
2021-04-18,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-04-18,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-04-18,Divers,Paris Gare de Lyon,divers
2021-04-19,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-04-19,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-04-19,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-04-20,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-04-20,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,clé
2021-04-20,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-04-20,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-04-20,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-04-21,"Bijoux, montres",Paris Gare de Lyon,bijoux/montres
2021-04-21,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-04-21,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-04-21,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-04-22,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-04-22,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-04-22,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-04-22,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,clé
2021-04-22,Optique,Paris Gare de Lyon,optique
2021-04-22,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-04-23,"Vêtements, chaussures",Paris Gare de Lyon,vetements
2021-04-23,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-04-23,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,clé
2021-04-23,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-04-23,Optique,Paris Gare de Lyon,optique
2021-04-23,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-04-24,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-04-25,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-04-25,"Vêtements, chaussures",Paris Gare de Lyon,vetements
2021-04-25,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-04-26,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,clé
2021-04-26,Optique,Paris Gare de Lyon,optique
2021-04-26,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-04-26,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-04-26,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-04-26,"Vêtements, chaussures",Paris Gare de Lyon,vetements
2021-04-26,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-04-27,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-04-27,"Articles de sport, loisirs, camping",Paris Gare de Lyon,sport/loisirs
2021-04-27,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-04-28,"Vélos, trottinettes, accessoires 2 roues",Paris Gare de Lyon,velo/trottinette
2021-04-28,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-04-28,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-04-29,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-04-29,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-04-29,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-04-29,Divers,Paris Gare de Lyon,divers
2021-04-29,"Vêtements, chaussures",Paris Gare de Lyon,vetements
2021-04-30,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-04-30,"Bijoux, montres",Paris Gare de Lyon,bijoux/montres
2021-04-30,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-05-01,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-05-01,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-05-01,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,clé
2021-05-03,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-05-03,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-05-04,"Vélos, trottinettes, accessoires 2 roues",Paris Gare de Lyon,velo/trottinette
2021-05-04,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-05-04,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-05-05,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-05-05,"Livres, articles de papéterie",Paris Gare de Lyon,livres
2021-05-05,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-05-05,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-05-06,"Articles d enfants, de puériculture",Paris Gare de Lyon,articles enfants
2021-05-06,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-05-06,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-05-06,Optique,Paris Gare de Lyon,optique
2021-05-06,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-05-06,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-05-07,Divers,Paris Gare de Lyon,divers
2021-05-07,"Vélos, trottinettes, accessoires 2 roues",Paris Gare de Lyon,velo/trottinette
2021-05-07,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-05-07,"Vêtements, chaussures",Paris Gare de Lyon,vetements
2021-05-07,Parapluies,Paris Gare de Lyon,parapluies
2021-05-07,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-05-07,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-05-07,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,clé
2021-05-07,Optique,Paris Gare de Lyon,optique
2021-05-07,"Livres, articles de papéterie",Paris Gare de Lyon,livres
2021-05-08,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,clé
2021-05-08,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-05-08,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-05-08,"Vêtements, chaussures",Paris Gare de Lyon,vetements
2021-05-09,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-05-09,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,clé
2021-05-09,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-05-10,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-05-10,"Livres, articles de papéterie",Paris Gare de Lyon,livres
2021-05-10,"Bijoux, montres",Paris Gare de Lyon,bijoux/montres
2021-05-10,Optique,Paris Gare de Lyon,optique
2021-05-10,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-05-10,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-05-10,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-05-11,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-05-11,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-05-11,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-05-11,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-05-11,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,clé
2021-05-12,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,clé
2021-05-12,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-05-12,"Vêtements, chaussures",Paris Gare de Lyon,vetements
2021-05-12,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
2021-05-12,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,electronique
2021-05-12,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,clé
2021-05-13,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,bagages
2021-05-13,"Vêtements, chaussures",Paris Gare de Lyon,vetements
2021-05-13,Pièces d identités et papiers personnels,Paris Gare de Lyon,papiers
